key.id,value.course_code,value.sis_source_id,value.enrollment_term_id,value.workflow_state
16464,Branningeniør kull 2021,KU_ING-BRANN_2021_HØST,1,claimed
16463,Marinteknikk kull 2021,KU_MMT_2021_HØST,1,available
16465,Maskiningeniør kull 2021,KU_ING-MAB_2021_HØST,1,claimed
16462,Havteknologi kull 2021,KU_HVT_2021_HØST,1,available
16468,"Geologi og geofare, 21H",KU_GEFA_2021_HØST,1,claimed
16467,"Fornybar energi, 21H",KU_FEN_2021_HØST,1,claimed
16452,Energiteknologi kull 2021,KU_ETK_2021_HØST,1,available
16451,Allmenn maskin kull 2021,KU_MAM_2021_HØST,1,available
16489,Master of Science in Business 21H,KU_MSB_2021_HØST,1,claimed
16471,Kjemi kull 21,KU_KJE_2021_HØST,1,available
16470,"Master in Climate Change Management, 21H",KU_MACCM_2021_HØST,1,available
16472,Øk-adm Bergen 2021,KU_ØAU3_2021_HØST,1,available
16387,"Bachelor i sykepleie, kull 2021",KL_BSYK_2021_HØST_BERGEN,1,available
16389,"Bachelor i sykepleie (desentralisert), Bergen, kull 21",KL_BSYKDES_2021_HØST_BERGEN,1,available
16388,"Bachelor i sykepleie, kull 2021",KU_BSYK_2021_HØST,1,claimed
16382,BSYKDES,SP_BSYKDES,1,claimed
16385,Master i praktisk utdanningsvitenskap,KU_MPUV_2022_VÅR,1,claimed
16384,Master i didaktiske praksiser,KU_MDIP_2022_VÅR,1,claimed
16381,Mastergrad i samfunnsarbeid,KU_MA-SAA_2021_HØST,1,claimed
16380,Sykepleie (desentralisert) kull 21,KU_BSYKDES_2021_HØST,1,claimed
16378,Master i psykisk helse- og rusarbeid 21,KU_MA-PHA_2021_HØST,1,claimed
16372,"Landskapsplanlegging, ark. 21",KU_LANA_2021_HØST,1,claimed
16371,Cyberfysisk nettverksteknologi 21,KU_KOM_2021_HØST,1,claimed
16373,Kull 2021-HØST,KU_PHDCS_2021_HØST,1,claimed
16370,Elkraft 21,KU_ELK_2021_HØST,1,claimed
16379,Kullrom - Barnehagelærar ABLU (arbeidsplassbasert) - kull 2021,KU_ABLU_2021_HØST,1,available
16392,Innovasjon og ledelse 21,KU_MIL-MA_2021_HØST,1,available
16509,Kullrom - BLU-deltid - Kull 2021 (Bergen),KL_BBLD_2021_HØST_BERGEN,1,available
16521,"Stomi-og kontinenssykepleie, høsten 2021",KL_MASKS_2021_HØST_F,1,claimed
16527,Grunnskulelærar 1-7 med KRLE,KL_MGBBE_2021_HØST_KRLE,1,claimed
16529,Grunnskulelærar 1-7 med kroppsøving,KL_MGBBE_2021_HØST_KRO,1,claimed
16523,Grunnskulelærar 1-7 med engelsk,KL_MGBBE_2021_HØST_ENG,1,claimed
16525,Grunnskulelærar 1-7 med kunst og handverk,KL_MGBBE_2021_HØST_KOH,1,claimed
16510,"Lungesykepleie, høsten 2021",KL_MASKS_2021_HØST_C,1,claimed
16515,"Uroterapi, høsten 2021",KL_MASKS_2021_HØST_E,1,claimed
16512,"Nevrosykepleie, høsten 2021",KL_MASKS_2021_HØST_D,1,claimed
16511,Kullrom barnehagelærer deltid Sogndal 2021-2025,KL_BBLD_2021_HØST_SOGN,1,available
16513,Master brannsikkerheit deltid kull 2021,KU_MAS-BR-DEL_2021_HØST,1,claimed
16581,"Økonomi og jus, 21H",KU_ØKOJ_2021_HØST,1,claimed
16580,"Ungdomssosiologi, årsstudium kull 21H",KU_UNG_2021_HØST,1,claimed
16574,Jus årsstudium 21H,KU_JUS_2021_HØST,1,claimed
16573,"Historie, årsstudium 21H",KU_HIS_2021_HØST,1,claimed
16575,LOGISTIKK,KU_LOG_2021_HØST,1,claimed
16570,"Bachelor i natur og opplee. reisel, 21H",KU_BRL_2021_HØST,1,claimed
16572,"Historie, årsstudium - nettstudie 21H",KU_HISN_2021_HØST,1,claimed
16571,"Historie, bachelor kull 21H",KU_HISB_2021_HØST,1,claimed
16578,Samfunnsfag årsstudium 21H,KU_SAM_2021_HØST,1,claimed
16577,Reiselivsleiing kull 21H,KU_RLIL_2021_HØST,1,claimed
16579,Sosiologi -ungdomssosiologi bachelor 21H,KU_UNGB_2021_HØST,1,available
16541,Grunnskulelærar 5-10 med kunst og handverk,KL_MGUBE_2021_HØST_FAG1KOH,1,claimed
16540,Sykepleie Haugesund kull 21 klasse C,KL_BSYK_2021_HØST_HGSD-C,1,claimed
16543,Grunnskulelærar 5-10 med KRLE,KL_MGUBE_2021_HØST_FAG1KRLE,1,claimed
16542,Sykepleie Haugesund kull 21 klasse D,KL_BSYK_2021_HØST_HGSD-D,1,claimed
16548,Førde,KL_MASKA_2021_HØST_A,1,claimed
16545,Sykepleie Førde 21V kull 78,KL_BSYK_2021_VÅR_FORDE,1,available
16544,Grunnskulelærar 5-10 med matematikk,KL_MGUBE_2021_HØST_FAG1MAT,1,claimed
16547,Grunnskulelærar 5-10 med musikk,KL_MGUBE_2021_HØST_FAG1MUS,1,claimed
16546,Grunnskulelærar 5-10 med mat og helse,KL_MGUBE_2021_HØST_FAG1MOH,1,claimed
16530,"Bachelor i sjukepleie (desentralisert), Førde, kull 21, 79D",KL_BSYKDES_2021_HØST_FORDE,1,available
16532,Grunnskulelærar 1-7 med musikk,KL_MGBBE_2021_HØST_MUS,1,claimed
16531,Grunnskulelærar 1-7 med mat og helse,KL_MGBBE_2021_HØST_MOH,1,claimed
16538,Sykepleie Haugesund kull 21 klasse B,KL_BSYK_2021_HØST_HGSD-B,1,claimed
16537,Grunnskulelærar 1-7 med samfunnsfag,KL_MGBBE_2021_HØST_SAM,1,claimed
16539,Grunnskulelærar 5-10 med engelsk,KL_MGUBE_2021_HØST_FAG1ENG,1,claimed
16534,Grunnskulelærar 1-7 med naturfag,KL_MGBBE_2021_HØST_NAT,1,claimed
16533,"Sykepleie Haugesund (desentralisert), kull 21 klasse E",KL_BSYKDES_2021_HØST_HGSD,1,claimed
16536,Sykepleie Haugesund kull 21 klasse A,KL_BSYK_2021_HØST_HGSD-A,1,claimed
16535,Sykepleie Førde 21H kull 79,KL_BSYK_2021_HØST_FORDE,1,available
16563,Sykepleie Stord kull 21,KL_BSYK_2021_HØST_STORD,1,available
16562,Sykepleie Stord kull 20 klasse B,KL_BSYK_2020_HØST_STORD-B,1,claimed
16561,Sykepleie Stord kull 20 klasse A,KL_BSYK_2020_HØST_STORD-A,1,claimed
16560,MA-INND kull 20,KU_MA-INND_2020_HØST,1,claimed
16567,Bachelor i fysioterapi,KU_BFYS_2021_HØST,1,claimed
16566,Bachelor i ergoterapi,KU_BERG_2021_HØST,1,claimed
16569,Økonomi og administrasjon kull 2021,KU_ØKOB_2021_HØST,1,available
16568,Eigedomsmekling kull 21H,KU_EIMB_2021_HØST,1,available
16551,Stord/Haugesund,KL_MASKA_2021_HØST_B,1,claimed
16554,"Infeksjonssykepleie- og smittevern, høsten 2021",KL_MASKS_2021_HØST_B,1,claimed
16553,"Gastrosykepleie, høsten 2021",KL_MASKS_2021_HØST_A,1,claimed
16550,Grunnskulelærar 5-10 med norsk,KL_MGUBE_2021_HØST_FAG1NOR,1,claimed
16556,Bachelor i Radiografi,KU_BRAD_2021_HØST,1,claimed
16555,Grunnskulelærar 5-10 med samfunnsfag,KL_MGUBE_2021_HØST_FAG1SAM,1,claimed
16557,Master i energi 21H,KU_ETK-MA_2021_HØST,1,claimed
21974,ING5002-1 23V,UE_203_ING5002_1_2023_VÅR_1,212,claimed
21965,ING5002D-1 22H,UE_203_ING5002D_1_2022_HØST_1,214,available
21967,ING5002D-1 23V,UE_203_ING5002D_1_2023_VÅR_1,213,claimed
18433,ING5002D-1 22V,UE_203_ING5002D_1_2022_VÅR_1,205,claimed
6684,NAB,SP_NAB,1,available
18614,PHD950-1 22V,UE_203_PHD950_1_2022_VÅR_1,206,claimed
6712,3-årig øk-adm H2018,KU_ØAU3_2018_HØST,1,available
6711,3-årig øk-adm H2017,KU_ØAU3_2017_HØST,1,available
6710,3-årig øk-adm H2016,KU_ØAU3_2016_HØST,1,available
16101,Grunnskulelærar 5-10 med musikk,KL_MGUBE_2020_HØST_FAG1MUS,1,claimed
16100,Grunnskulelærar 5-10 med mat og helse,KL_MGUBE_2020_HØST_FAG1MOH,1,claimed
16103,Grunnskulelærar 5-10 med samfunnsfag,KL_MGUBE_2020_HØST_FAG1SAM,1,claimed
16102,Grunnskulelærar 5-10 med norsk,KL_MGUBE_2020_HØST_FAG1NOR,1,claimed
16105,Medborgerskapsdagene - V21,HVL210121-E1-dov,1,available
16126,"Master fam.terapi og rel.arbeid, kull 21",KU_MARA_2021_HØST,1,available
6734,MMO,SP_MMO,1,available
6747,Innovasjon og ledelse Master H2018,KU_MIL-MA_2018_HØST,1,available
6746,Innovasjon og ledelse Master H2017 ,KU_MIL-MA_2017_HØST,1,available
6750,SYKSB,SP_SYKSB,1,claimed
16089,Grunnskulelærar 1-7 med kunst og handverk,KL_MGBBE_2020_HØST_KOH,1,claimed
16088,Grunnskulelærar 1-7 med engelsk,KL_MGBBE_2020_HØST_ENG,1,claimed
16042,Master kreative fag og lærepr. kull 2020,KU_MASPEL_2021_HØST,1,claimed
16041,Programvareutvikling Master,KU_DPU-MA_2021_VÅR,1,available
16097,Grunnskulelærar 5-10 med kunst og handverk,KL_MGUBE_2020_HØST_FAG1KOH,1,claimed
16096,Grunnskulelærar 5-10 med engelsk,KL_MGUBE_2020_HØST_FAG1ENG,1,claimed
16099,Grunnskulelærar 5-10 med matematikk,KL_MGUBE_2020_HØST_FAG1MAT,1,claimed
16098,Grunnskulelærar 5-10 med KRLE,KL_MGUBE_2020_HØST_FAG1KRLE,1,claimed
16093,Grunnskulelærar 1-7 med musikk,KL_MGBBE_2020_HØST_MUS,1,claimed
16092,Grunnskulelærar 1-7 med mat og helse,KL_MGBBE_2020_HØST_MOH,1,claimed
16095,Grunnskulelærar 1-7 med samfunnsfag,KL_MGBBE_2020_HØST_SAM,1,claimed
16094,Grunnskulelærar 1-7 med naturfag,KL_MGBBE_2020_HØST_NAT,1,claimed
16091,Grunnskulelærar 1-7 med kroppsøving,KL_MGBBE_2020_HØST_KRO,1,claimed
16090,Grunnskulelærar 1-7 med KRLE,KL_MGBBE_2020_HØST_KRLE,1,claimed
21530,ANE505-1 23V,UE_203_ANE505_1_2023_VÅR_1,212,available
21541,ANS800-1 23V,UE_203_ANS800_1_2023_VÅR_1,213,claimed
21805,BYG350-1 23V,UE_203_BYG350_1_2023_VÅR_1,212,available
21764,BYG116-1 23V,UE_203_BYG116_1_2023_VÅR_1,212,available
18179,ANS800-1 22V,UE_203_ANS800_1_2022_VÅR_1,205,available
21931,DIA501B-1 23V,UE_203_DIA501B_1_2023_VÅR_1,212,available
21933,DIA503-1 23V,UE_203_DIA503_1_2023_VÅR_1,212,available
23735,GRS,SP_GRS,1,claimed
8102,ABLU,SP_ABLU,1,claimed
23726,Innvekslingsstudent - FIN - Bergen,KU_INT-FIN-B_2023_VÅR,1,claimed
23724,Innvekslingsstudenter FHS,KU_INT-FHS-B_2023_VÅR,1,claimed
23797,INN595-1 23V,UE_203_INN595_1_2023_VÅR_1,212,available
8183,FORREAL-F,SP_FORREAL-F,1,claimed
8189,"Historie bachelor, 17H",KU_HISB_2017_HØST,1,available
8175,FG-130,SP_FJORDS,197,completed
23758,Redningsdykkeleder kurs,KU_RDL_2022_HØST,1,claimed
8128,BYGG,SP_BYGG,1,claimed
11773,"Bachelor i natur og opplev reisel, 17H",KU_BRL_2017_HØST,1,claimed
11772,"Økonomi og administrasjon, 17H",KU_ØKOB_2017_HØST,1,claimed
11771,"Eiendomsmegling, 17H",KU_EIMB_2017_HØST,1,claimed
11774,"Økonomi og jus, 17H",KU_ØKOJ_2017_HØST,1,claimed
23740,Etter- og videreutdanning FØS,KU_EVUEFØS_2023_VÅR,1,claimed
8111,Bachelor i Barnevern ,SP_BAR,1,available
8114,BIO,SP_BIO,1,available
23829,BSYK,SP_BSYK,1,available
23843,Kull 77:SYKF390 Bacheloroppgave (1),UA_203_SYKF390_1_2023_VÅR_1_1,212,available
23844,Kull 78:SYKF390 Bacheloroppgave (2),UA_203_SYKF390_1_2023_VÅR_1_2,212,available
8216,Branningeniør,KU_ING-BRANN_2017_HØST,1,available
8218,Branningeniør kull 2018,KU_ING-BRANN_2018_HØST,1,claimed
11814,Kull 2018-HØST,KU_PHDCS_2018_HØST,1,claimed
11813,Kull 2017-VÅR,KU_PHDCS_2017_VÅR,1,claimed
11812,PhD: Computer Science,KU_PHDCS_2017_HØST,1,claimed
11811,Kull 2016-VÅR,KU_PHDCS_2016_VÅR,1,claimed
11818,"Eiendomsmegling, 18H",KU_EIMB_2018_HØST,1,claimed
11817,PHDCS,SP_PHDCS,1,available
11816,Kull 2019-VÅR,KU_PHDCS_2019_VÅR,1,claimed
11815,Kull 2018-VÅR,KU_PHDCS_2018_VÅR,1,claimed
11803,Bygg 19,KU_BYGG_2019_HØST,1,claimed
11802,Bygg 18,KU_BYGG_2018_HØST,1,claimed
11805,Landmåling og eiendomsdesign 19,KU_LEIE_2019_HØST,1,claimed
11804,Landmåling og eiendomsdesign 18,KU_LEIE_2018_HØST,1,claimed
11819,"Eiendomsmegling, 19H",KU_EIMB_2019_HØST,1,claimed
11825,"Økonomi og jus, 19H",KU_ØKOJ_2019_HØST,1,available
11824,"Økonomi og jus, 18H",KU_ØKOJ_2018_HØST,1,claimed
11823,"Økonomi og administrasjon, 19H",KU_ØKOB_2019_HØST,1,available
11822,"Økonomi og administrasjon, 18H",KU_ØKOB_2018_HØST,1,available
11821,"Jus, 18H",KU_JUS_2018_HØST,1,claimed
8286,LEIE,SP_LEIE,1,claimed
8276,MA-INN H19,KU_MA-INN_2019_HØST,1,claimed
8293,Studieprogramrom - Master i barnehagekunnskap,SP_MA-BA,1,available
8241,HMS-ingeniør kull 2018,KU_ING-HMS_2018_HØST,1,claimed
23876,Testemne Alisa Rysaeva,hvl221117-e1-jbru,1,available
8239,HMS-ingeniør,KU_ING-HMS_2017_HØST,1,claimed
8256,Maskiningeniør kull 2018,KU_ING-MAB_2018_HØST,1,available
23957,Kull 2023-VÅR,KU_PHDCS_2023_VÅR,1,claimed
23954,DAT300/301 23V,UE_203_DAT300_1_2023_VÅR_1,212,available
23942,Videreutdanning FIN,KU_EVUHFIN_2023_VÅR,1,claimed
23971,Innvekslingsstudent - FØS - Sogndal,KU_INT-FØS-SO_2023_HØST,1,claimed
23973,Hospitanter fra UiB,KU_HOSPITANT_2023_VÅR,1,claimed
23909,Bedriftsøkonomisk analyse,KU_V-NVB15_2023_VÅR,1,claimed
23903,Enkeltemne - FØS Sogndal,KU_EMASF_2023_VÅR,1,claimed
23901,Ph.d Enkeltemner,KU_PHDE_2023_VÅR,1,claimed
23907,Enkeltemner nautikk,KU_NAB-EMNER_2023_VÅR,1,claimed
23937,PHD905-1 23V,UE_203_PHD905_1_2023_VÅR_1,212,available
8300,MA-INN,SP_MA-INN,1,available
8398,VER - VERD,SP_VER,1,claimed
8399,VERD,SP_VERD,1,claimed
23999,"Rettsmedisin, høsten 2023",KL_MASKS_2023_HØST_G,1,claimed
23993,"Bachelor i sjukepleie (desentralisert), Førde, kull 23, 83D",KL_BSYKDES_2023_HØST_FORDE,1,available
23994,MSFH Kull 2023 Høst,KU_MSFH_2023_HØST,1,available
23991,"Uroterapi, høsten 2023",KL_MASKS_2023_HØST_E,1,claimed
23992,Master i sosialvitenskap kull 2023,KU_MASO_2023_HØST,1,claimed
23997,Vurdering av barnas beste,KU_O-VBB_2023_HØST,1,claimed
23998,"Psykososialt arb barn og unge, kull 2023",KU_PSBU_2023_HØST,1,claimed
23995,"Stomi-og kontinenssykepleie, høsten 2023",KL_MASKS_2023_HØST_F,1,claimed
23996,"Sykepleie Haugesund (desentralisert), kull 23 klasse E",KL_BSYKDES_2023_HØST_HGSD,1,claimed
23990,"Bachelor i sykepleie (desentralisert), Bergen, kull 23",KL_BSYKDES_2023_HØST_BERGEN,1,available
23988,"Nevrosykepleie, høsten 2023",KL_MASKS_2023_HØST_D,1,claimed
23989,Klinisk sykepleie - kliniske spesialitet,KU_MASKS_2023_HØST,1,claimed
8351,NO17KR,SP_NO17KR,1,claimed
23982,Master i psykisk helse- og rusarbeid 23,KU_MA-PHA_2023_HØST,1,claimed
23983,Bachelor i sosialt arbeid Bergen 2023,KL_BSAB_2023_HØST_A,1,available
23986,Avansert klinisk allmennsjukepleie 2023,KU_MASKA_2023_HØST,1,available
23987,Bachelor i sosialt arbeid Sogndal 2023,KL_BSAB_2023_HØST_B,1,available
23984,"Lungesykepleie, høsten 2023",KL_MASKS_2023_HØST_C,1,claimed
23985,"Master fam.terapi og rel.arbeid, kull 23",KU_MARA_2023_HØST,1,claimed
8385,Sosionom utdanning - Sogndal,SP_SOSHSF,1,claimed
8378,RUSPA,SP_RUSPA,1,claimed
8503,Innovasjon og ledelse H2019,KU_MIL-MA_2019_HØST,1,available
8508,"Ph.d.-studium i helse, funksjon og delta",KU_PHDH_2019_HØST,1,claimed
8509,PHDH,SP_PHDH,1,claimed
8426,Areal og eiendom master 18,KU_EIE-MA_2018_HØST,1,claimed
8414,ØKB,SP_ØKB,1,claimed
8495,Master i klinisk sykepleie Helsesøster19,KU_MA-KSH_2019_HØST,1,claimed
8496,BAMM,SP_BAMM,1,available
8497,Masterstudenter jordmorfag 19H,KU_MA-JOR_2019_HØST,1,claimed
8498,Areal og eiendom master 19,KU_EIE-MA_2019_HØST,1,claimed
23399,Høgskulepedagogikk,KU_HSPED_2023_HØST,1,claimed
23389,Areal og eiendom master 22,KU_EIE-MA_2022_HØST,1,claimed
23380,"Realfagskurs, nett/samlingsbasert H22",KU_REALNS_2022_HØST,1,claimed
23367,Lean forbedringsledelse ,KU_O15LEL_2022_HØST,1,claimed
25915,ING4005-1 23H,UE_203_ING4005_1_2023_HØST_1,220,available
25914,MAS105-1 23H,UE_203_MAS105_1_2023_HØST_1,220,available
25913,ERGP2-1 24V,UE_203_ERGP2_1_2024_VÅR_1,221,available
25918,ING4006-1 23H,UE_203_ING4006_1_2023_HØST_1,220,available
25917,ERGP3-1 23H,UE_203_ERGP3_1_2023_HØST_1,220,available
25911,ING4004-1 23H,UE_203_ING4004_1_2023_HØST_1,220,available
25904,ING3051UTV-1 24V,UE_203_ING3051UTV_1_2024_VÅR_1,221,claimed
25903,LEI104-1 23H,UE_203_LEI104_1_2023_HØST_1,220,available
25902,ERG390-1 23H,UE_203_ERG390_1_2023_HØST_1,219,claimed
25908,LEI105-1 23H,UE_203_LEI105_1_2023_HØST_1,220,available
25907,ING3059-1 23H,UE_203_ING3059_1_2023_HØST_1,220,available
25900,ING3051UTV-1 23H,UE_203_ING3051UTV_1_2023_HØST_1,220,claimed
25974,MAS207-1 23H,UE_203_MAS207_1_2023_HØST_1,220,available
25972,INN525-1 23H,UE_203_INN525_1_2023_HØST_1,219,available
25971,MAS203-1 23H,UE_203_MAS203_1_2023_HØST_1,220,available
25978,INN595-1 23H,UE_203_INN595_1_2023_HØST_1,219,available
25975,INN526-1 23H,UE_203_INN526_1_2023_HØST_1,220,available
25970,INN524/MOØ224 23H Innovasjon i tverrfaglige studentteam,UE_203_INN524_1_2023_HØST_1,220,available
23308,"RUT801 - kull 2021, Ålesund (1)",UA_203_RUT801_1_2022_HØST_1_1,215,claimed
23309,"RUT801 - kull 2022, Haugesund (2)",UA_203_RUT801_1_2022_HØST_1_2,215,claimed
25969,LUPEKI202-1 23H,UE_203_LUPEKI202_1_2023_HØST_1,220,available
25968,INN522-1 23H,UE_203_INN522_1_2023_HØST_1,220,available
25963,LUPEF103-1 24V,UE_203_LUPEF103_1_2024_VÅR_1,221,available
25962,MAS160-1 23H,UE_203_MAS160_1_2023_HØST_1,220,available
25961,INN519-1 24V,UE_203_INN519_1_2024_VÅR_1,221,available
25960,LUL301-1 23H,UE_203_LUL301_1_2023_HØST_1,219,available
25966,LUPEKI201-1 23H,UE_203_LUPEKI201_1_2023_HØST_1,220,available
25996,MAS595-1 24V,UE_203_MAS595_1_2024_VÅR_1,221,claimed
25995,LUPEMP100-1 23H,UE_203_LUPEMP100_1_2023_HØST_1,219,claimed
25993,LUPEM204-1 24V,UE_203_LUPEM204_1_2024_VÅR_1,221,claimed
23332,"Etter- og videreutdanning FHS, kull 21 V",KU_EVUEFHS_2023_VÅR,1,claimed
25999,MAS599-1 23H,UE_203_MAS599_1_2023_HØST_1,219,claimed
25998,LUPEMP200-1 23H,UE_203_LUPEMP200_1_2023_HØST_1,219,claimed
25992,MAS220-1 24V,UE_203_MAS220_1_2024_VÅR_1,221,deleted
25991,LUPEM203-1 24V,UE_203_LUPEM203_1_2024_VÅR_1,221,claimed
25990,MAS220-1 23H,UE_203_MAS220_1_2023_HØST_1,220,available
23328,Human Resource Management (HRM) i den no,KU_V15HRM_2023_VÅR,1,claimed
23329,Høgskulepedagogikk,KU_HSPED_2023_VÅR,1,claimed
23322,Etter- og videreutdanning FØS,KU_EVUEFØS_2022_HØST,1,claimed
25985,LUPEM104-1 24V,UE_203_LUPEM104_1_2024_VÅR_1,221,claimed
25984,LUPEM102-1 23H,UE_203_LUPEM102_1_2023_HØST_1,220,claimed
23323,Høst,KU_FRAMOAKADE_2022_HØST,1,claimed
23320,Addisco,KU_ADDISCO_2022_HØST,1,claimed
23321,HMS Ledelse og endring,KU_B15HMS-LI_2023_VÅR,1,claimed
23326,Prosjektledelse,KU_O15PRL_2023_VÅR,1,claimed
25989,LUPEM202-1 23H,UE_203_LUPEM202_1_2023_HØST_1,220,available
23327,Coaching som ledelsesverktøy,KU_V-COA_2022_HØST,1,claimed
23324,Strategi og virksomhetsutvikling,KU_O-STRA_2023_VÅR,1,claimed
25986,MAS219-1 23H,UE_203_MAS219_1_2023_HØST_1,220,available
25981,INN595-1 24V,UE_203_INN595_1_2024_VÅR_1,225,available
25980,MAS209-1 23H,UE_203_MAS209_1_2023_HØST_1,220,available
25938,LEI350-1 23H,UE_203_LEI350_1_2023_HØST_1,219,available
25937,ING4051UTV-1 24V,UE_203_ING4051UTV_1_2024_VÅR_1,221,claimed
25936,LEI301-1 23H,UE_203_LEI301_1_2023_HØST_1,220,available
25935,MAS130-1 23H,UE_203_MAS130_1_2023_HØST_1,220,available
25930,LEI117-1 23H,UE_203_LEI117_1_2023_HØST_1,220,available
25934,ING4051UTV-1 23H,UE_203_ING4051UTV_1_2023_HØST_1,220,claimed
25932,ING4050UTV-1 24V,UE_203_ING4050UTV_1_2024_VÅR_1,221,claimed
25931,MAS128-1 23H,UE_203_MAS128_1_2023_HØST_1,220,available
25927,ING4009-1 24V,UE_203_ING4009_1_2024_VÅR_1,221,available
25926,LEI116-1 24V,UE_203_LEI116_1_2024_VÅR_1,225,claimed
25924,ING4008-1 24V,UE_203_ING4008_1_2024_VÅR_1,221,available
25929,ING4050UTV-1 23H,UE_203_ING4050UTV_1_2023_HØST_1,220,claimed
1972,DATA,SP_DATA,1,claimed
25921,ING4007-1 24V,UE_203_ING4007_1_2024_VÅR_1,221,available
25920,LEI111-1 23H,UE_203_LEI111_1_2023_HØST_1,220,available
25959,MAS146-1 23H,UE_203_MAS146_1_2023_HØST_1,220,available
25958,INN514-1 23H,UE_203_INN514_1_2023_HØST_1,220,available
25952,INN503-1 24V,UE_203_INN503_1_2024_VÅR_1,221,available
25951,LEL800-1 24V,UE_203_LEL800_1_2024_VÅR_1,221,claimed
25950,INN500-1 23H,UE_203_INN500_1_2023_HØST_1,220,available
25956,MAS145-1 23H,UE_203_MAS145_1_2023_HØST_1,220,available
25955,INN510-1 23H,UE_203_INN510_1_2023_HØST_1,220,available
25954,LSUA301-1 24V,UE_203_LSUA301_1_2024_VÅR_1,221,available
25953,MAS144-1 23H,UE_203_MAS144_1_2023_HØST_1,220,available
25948,ING5002-1 24V,UE_203_ING5002_1_2024_VÅR_1,225,claimed
25947,LEL800-1 23H,UE_203_LEL800_1_2023_HØST_1,220,available
25946,MAS136-1 23H,UE_203_MAS136_1_2023_HØST_1,220,available
25940,ING5002D-1 23H,UE_203_ING5002D_1_2023_HØST_1,226,claimed
25945,ING5002-1 23H,UE_203_ING5002_1_2023_HØST_1,219,claimed
25944,LEI351-1 24V,UE_203_LEI351_1_2024_VÅR_1,221,claimed
25943,ING5002D-1 24V,UE_203_ING5002D_1_2024_VÅR_1,224,claimed
23478,"Rådgiver for digital økonomi og ledelse,",KU_RDOL60_2022_HØST,1,claimed
23492,Bacheloroppgave IMM 2022/23,hvl220701-e1-akv,1,available
23453,Kullrom - BLU - Kull 2022 (Bergen),HVL220622-E1-dov,1,available
23443,Kullrom – LUPE-musikk (Kull 2022),KU_LUPEM_2022_HØST,1,available
23444,Studieprogramrom - Master - LUPE-kroppsøving og idrettsfag,SP_LUPEK,1,available
23441,Grunnskolelærerutdanning 5.-10. trinn,KU_GLU5-10P_2022_HØST,1,claimed
23442,Kullrom – LUPE-kroppsøving og idrettsfag (Kull 2022),KU_LUPEK_2022_HØST,1,available
23445,Studieprogramrom - Master - LUPE-musikk,SP_LUPEM,1,available
23440,Grunnskolelærerutdanning 1.-7. trinn,KU_GLU1-7P_2022_HØST,1,claimed
23406,Praksis Radiografi (kull22),HVL220617-e1-jbru,1,available
23409,Yrkesdykker,KU_YD_2022_HØST,1,claimed
23582,Sykepleie Haugesund kull 22 klasse C,KL_BSYK_2022_HØST_HGSD-C,1,claimed
23583,Sykepleie Haugesund kull 22 klasse D,KL_BSYK_2022_HØST_HGSD-D,1,claimed
23580,Sykepleie Haugesund kull 22 klasse A,KL_BSYK_2022_HØST_HGSD-A,1,claimed
23581,Sykepleie Haugesund kull 22 klasse B,KL_BSYK_2022_HØST_HGSD-B,1,claimed
23532,"Etter- og videreutdanning FHS, kull 22 H",KU_EVUEFHS_2022_HØST,1,claimed
23533,Master i klinisk sykepleie - Kardio 22,KU_MA-KSK_2022_HØST,1,claimed
23534,MKUF,SP_MKUF,1,claimed
23529,"Master i klinisk sykepleie - Diabetes,22",KU_MA-KSD_2022_HØST,1,claimed
11544,PHD950-1 20V,UE_203_PHD950_1_2020_VÅR_1,83,claimed
21067,JOR508 - Jordmor Påbygg (2),UA_203_JOR508_1_2023_VÅR_1_2,211,available
21062,JOR508 - Jordmor 120 SP (1),UA_203_JOR508_1_2023_VÅR_1_1,211,available
23619,Kullrom Master klinisk sykepleie (AIO) - Kull 22,hvl220816-e1-jbru,1,available
8043,"Bygg, Klasse A",KL_BYGG_2017_HØST_A,1,claimed
8044,"Bygg, Klasse B",KL_BYGG_2017_HØST_B,1,claimed
8049,Kunnskapsbasert praksis - kompetansetrappen 19V,KL_EVUEFHS_2019_VÅR_A,1,claimed
23676,MDIPD550-1 22H,UE_203_MDIPD550_1_2022_HØST_1,215,claimed
23677,MDIPD550-1 23V,UE_203_MDIPD550_1_2023_VÅR_1,211,claimed
23664,Mat og bevegelsesglede i SFO,KU_VSFO_2023_VÅR,1,claimed
8035,Bygg 17H,KU_BYGG_2017_HØST,1,claimed
8036,Landmåling og eiendomsdesign 17H,KU_LEIE_2017_HØST,1,claimed
23682,MPUVD560-1 23V,UE_203_MPUVD560_1_2023_VÅR_1,212,claimed
23680,MPUVD550-1 22H,UE_203_MPUVD550_1_2022_HØST_1,215,claimed
23639,NABP,SP_NABP,1,claimed
23635,ING5002/5002D Master Thesis,hvl220819-e1-akv,1,available
23627,Elektro kull 2022,hvl220817-e10-akv,1,available
25578,DYK505-1 23H,UE_203_DYK505_1_2023_HØST_1,220,claimed
25575,FHA1012-1 24V,UE_203_FHA1012_1_2024_VÅR_1,221,available
25570,DAT156-1 23H,UE_203_DAT156_1_2023_HØST_1,220,available
25574,DYK500-1 24V,UE_203_DYK500_1_2024_VÅR_1,221,claimed
25573,DAT158-1 23H,UE_203_DAT158_1_2023_HØST_1,220,available
