plnr,studieprogram,campus,år,termin
963971,ETK,Bergen,2024,Høst
963978,BVPLD,Haugesund,2024,Høst
963987,HISN,Sogndal,2024,Høst
963998,PPUALM,Sogndal,2024,Høst
964016,MGBBE,Bergen,2022,Høst
964018,ØKOJ,Sogndal,2022,Høst
964031,BVPL,Sogndal,2023,Høst
964032,BSYK,Førde,2022,Høst
964034,BSYK,Haugesund,2022,Høst
964047,BELE,Bergen,2024,Høst
964056,ØAU3,Bergen,2022,Høst
964064,BSYK,Bergen,2024,Høst
964072,HVT,Bergen,2023,Høst
964080,MBAKS,Bergen,2024,Høst
964084,MGUSO,Sogndal,2022,Høst
964089,BVPLD,Haugesund,2022,Høst
964098,BSYK,Bergen,2022,Høst
964102,FHA,Bergen,2022,Høst
964112,BBARN,Sogndal,2022,Høst
964131,BBL,Bergen,2022,Høst
964140,MGUBE,Bergen,2021,Høst
964141,MGUBE,Bergen,2021,Høst
964142,EEL,Bergen,2022,Høst
964146,MGBST,Stord,2021,Høst
964160,MGUST,Stord,2021,Høst
964169,MGBBE,Bergen,2021,Høst
964173,BVPL,Bergen,2022,Høst
964176,BIO,Bergen,2023,Høst
964178,MGUBE,Bergen,2022,Høst
964187,BSYK,Bergen,2022,Høst
964193,MGBBE,Bergen,2023,Høst
964226,BBL,Stord,2022,Høst
964227,MGUST,Stord,2022,Høst
964235,ØAU3,Bergen,2024,Høst
964236,YD,Bergen,2024,Høst
964261,INF,Bergen,2023,Høst
964296,DATA,Bergen,2023,Høst
964297,BSYK,Bergen,2022,Høst
964306,DRAMAT,Bergen,2022,Høst
964320,MGBBE,Bergen,2021,Høst
964326,MGBBE,Bergen,2021,Høst
964336,INF,Bergen,2024,Høst
964358,BSYK,Førde,2022,Vår
964367,BSYK,Haugesund,2022,Høst
964374,MGUBE,Bergen,2021,Høst
964378,BYGGF,Førde,2023,Høst
964396,BVPL,Sogndal,2022,Høst
964408,BVPL,Bergen,2022,Høst
964412,BSYK,Bergen,2022,Høst
964448,BBL,Sogndal,2021,Høst
964451,BVPL,Bergen,2023,Høst
964456,ØAU3,Bergen,2021,Høst
964463,BSYK,Bergen,2023,Høst
964467,MGUBE,Bergen,2021,Høst
964475,ØKBD,Haugesund,2023,Høst
964507,BSYK,Bergen,2023,Høst
964520,BSYK,Stord,2023,Høst
964546,BSAB,Bergen,2022,Høst
964547,BSYK,Stord,2024,Høst
964550,LANA,Sogndal,2024,Høst
964561,MGBBE,Bergen,2021,Høst
964565,EIMB,Sogndal,2022,Høst
964566,MGUBE,Bergen,2021,Høst
964568,MGUBE,Bergen,2021,Høst
964570,MGUBE,Bergen,2021,Høst
964576,PPUALM,Sogndal,2024,Høst
964578,PPUALM,Sogndal,2024,Høst
964593,MMT,Bergen,2021,Høst
964594,BFYS,Bergen,2022,Høst
964601,ØAU3,Bergen,2022,Høst
964614,ØKOB,Sogndal,2021,Høst
964624,MGUBE,Bergen,2021,Høst
964638,MGBBE,Bergen,2021,Høst
964650,BSYK,Stord,2023,Høst
964670,BBARN,Sogndal,2022,Høst
964674,BVPLD,Sogndal,2021,Høst
964693,MGUBE,Bergen,2022,Høst
964720,BSYK,Bergen,2024,Høst
964721,BBL,Bergen,2024,Høst
964726,BSYK,Førde,2022,Vår
964734,AUTB,Bergen,2021,Høst
964741,MGUBE,Bergen,2021,Høst
964758,BBL,Bergen,2022,Høst
964767,MGUSO,Sogndal,2021,Høst
964774,EEL,Bergen,2022,Høst
964793,DRAMAT,Bergen,2022,Høst
964807,FRIB,Sogndal,2022,Høst
964811,UNGB,Sogndal,2022,Høst
964824,MMT,Bergen,2022,Høst
964825,BBL,Sogndal,2022,Høst
964832,ØAU3,Bergen,2024,Høst
964834,BBL,Stord,2022,Høst
964837,BRAD,Bergen,2023,Høst
964841,BFYS,Bergen,2022,Høst
964856,ØAU3,Bergen,2023,Høst
964861,BFYS,Bergen,2024,Høst
964877,MAM,Bergen,2021,Høst
966154,FORNS,Førde,2024,Høst
966263,VSKS,Bergen,2023,Høst
966290,ABLU,Haugesund,2021,Høst
966303,HVT,Bergen,2022,Høst
966656,BFYS,Bergen,2022,Høst
966661,ETK,Bergen,2021,Høst
966678,BBLD,Bergen,2021,Høst
966680,BSYK,Bergen,2023,Høst
966684,MGUBE,Bergen,2021,Høst
966705,BBLD,Bergen,2021,Høst
966718,BSYK,Bergen,2024,Høst
966721,BIO,Bergen,2023,Høst
966727,BFYS,Bergen,2024,Høst
966741,MGBBE,Bergen,2023,Høst
966755,MAM,Bergen,2021,Høst
966779,BBLD,Bergen,2021,Høst
966804,BVPL,Bergen,2022,Høst
966833,EIMB,Sogndal,2023,Høst
966839,MASOD,Bergen,2024,Høst
966849,EIMB,Sogndal,2021,Høst
966922,ING-BRANN,Haugesund,2022,Høst
966997,MKUF,Bergen,2024,Høst
967049,BYGG,Bergen,2022,Høst
967320,BSYK,Stord,2022,Høst
967324,BSYK,Haugesund,2024,Høst
967333,BVPL,Sogndal,2023,Høst
967337,BSYK,Haugesund,2022,Høst
967341,TST,Bergen,2022,Høst
967346,BFYS,Bergen,2022,Høst
967348,BSAB,Bergen,2024,Høst
967371,BSYKDES,Bergen,2021,Høst
967381,MGUBE,Bergen,2021,Høst
967392,MGUBE,Bergen,2024,Høst
967400,BRAD,Bergen,2024,Høst
967409,BYGG,Bergen,2024,Høst
967418,BSYK,Haugesund,2023,Høst
967425,ETK,Bergen,2022,Høst
967431,ØAU3,Bergen,2022,Høst
967451,MGUBE,Bergen,2021,Høst
967459,BSYK,Bergen,2023,Høst
967467,BBL,Sogndal,2022,Høst
967473,PPUALM,Sogndal,2024,Høst
967497,ØAU3,Bergen,2022,Høst
967503,BYGGF,Førde,2022,Høst
967512,FEN,Sogndal,2022,Høst
967526,BYGGYF,Førde,2021,Høst
967529,BBL,Bergen,2022,Høst
967529,ØKB,Haugesund,2024,Høst
967536,BVPLD,Sogndal,2023,Høst
967948,BYGG,Bergen,2021,Høst
967965,MMO,Haugesund,2022,Høst
967966,ELK,Bergen,2023,Høst
968007,BYGGF,Førde,2021,Høst
968101,PPUALMD,Sogndal,2024,Høst
968109,BSYK,Haugesund,2023,Høst
968111,BVPL,Bergen,2023,Høst
968119,BSYK,Stord,2023,Høst
968169,ØKOB,Sogndal,2024,Høst
968187,MGBBE,Bergen,2021,Høst
968189,MAMLT,Bergen,2024,Høst
968198,BSYK,Haugesund,2024,Høst
968203,BBLD,Sogndal,2021,Høst
968211,BBL,Bergen,2024,Høst
968212,BSYK,Haugesund,2022,Høst
968213,ØAU3,Bergen,2021,Høst
968216,MGUBE,Bergen,2021,Høst
968236,BBL,Bergen,2021,Høst
968237,MGBBE,Bergen,2021,Høst
968246,MGBBE,Bergen,2024,Høst
968253,BBL,Bergen,2022,Høst
968255,BVPLD,Haugesund,2022,Høst
968256,BIO,Bergen,2024,Høst
968259,ØKB,Haugesund,2021,Høst
968265,ABLU,Haugesund,2023,Høst
968268,BSYK,Førde,2022,Høst
968271,BYGG,Bergen,2022,Høst
968272,MGUBE,Bergen,2021,Høst
968405,BAMM,Haugesund,2021,Høst
969003,MGFOR,Bergen,2024,Vår
969003,MGUBE,Bergen,2021,Høst
969008,MGBBE,Bergen,2022,Høst
969009,TST,Bergen,2022,Høst
969017,ØKB,Haugesund,2021,Høst
969018,ØAU3,Bergen,2024,Høst
969039,BSYK,Bergen,2023,Høst
969044,BVPL,Bergen,2022,Høst
969052,ØAU3,Bergen,2022,Høst
969057,ØAU3,Bergen,2022,Høst
969059,BYGG,Bergen,2021,Høst
969093,BBLD,Bergen,2023,Høst
969121,BSYK,Haugesund,2024,Høst
969133,FHA,Bergen,2021,Høst
969150,ØKOB,Sogndal,2022,Høst
969153,MGUBE,Bergen,2024,Høst
969158,BSYK,Førde,2022,Vår
969175,BVPL,Sogndal,2022,Høst
969178,BSYK,Bergen,2021,Høst
969179,BVPL,Sogndal,2022,Høst
969180,MGUBE,Bergen,2022,Høst
969187,BVPLD,Sogndal,2021,Høst
969188,BSYK,Haugesund,2022,Høst
969198,BSYK,Førde,2021,Høst
969674,MKUF,Bergen,2023,Høst
969804,DATA,Bergen,2022,Høst
969937,VSKS,Bergen,2023,Høst
969985,BAMM,Haugesund,2021,Høst
970003,BSYKDES,Bergen,2023,Høst
970031,MSFH,Førde,2024,Høst
970161,BBL,Stord,2022,Høst
970162,BSYK,Bergen,2022,Høst
970163,BSYK,Haugesund,2023,Høst
970184,BVPL,Bergen,2023,Høst
970190,BSYK,Bergen,2022,Høst
970196,MABET,Bergen,2024,Høst
970199,LUPEK,Bergen,2022,Høst
970203,ØAU3,Bergen,2024,Høst
970208,MGUBE,Bergen,2022,Høst
970219,ØKOJ,Sogndal,2022,Høst
970220,MGBBE,Bergen,2022,Høst
970226,BBL,Bergen,2022,Høst
970302,BVPL,Bergen,2022,Høst
970304,MGBBE,Bergen,2023,Høst
970319,BSYK,Haugesund,2024,Høst
970332,BBARN,Sogndal,2022,Høst
970333,BAMM,Haugesund,2023,Høst
970335,ØAU3,Bergen,2023,Høst
970347,INF,Bergen,2022,Høst
970366,ØKB,Haugesund,2021,Høst
970390,MA-INN,Bergen,2024,Høst
970395,MGBBE,Bergen,2021,Høst
970414,BYGG,Bergen,2023,Høst
970440,MGUBE,Bergen,2022,Høst
970462,BSYK,Bergen,2022,Høst
970479,DATA,Bergen,2022,Høst
971174,MA-KSD,Bergen,2024,Høst
971244,AUTB,Bergen,2023,Høst
971391,BSYKDES,Bergen,2023,Høst
971401,BSYKDES,Bergen,2023,Høst
971513,HVF,Bergen,2024,Høst
971554,BYGGYF,Førde,2021,Høst
971582,HISBN,Sogndal,2023,Høst
971852,MGUBE,Bergen,2023,Høst
971876,BFYS,Bergen,2022,Høst
971911,MAPHER,Bergen,2024,Høst
971917,ØAU3,Bergen,2021,Høst
971923,ØAU3,Bergen,2023,Høst
971940,BBARN,Sogndal,2022,Høst
971941,DATA,Bergen,2024,Høst
971942,MGBST,Stord,2022,Høst
971943,FHA,Bergen,2023,Høst
971949,ØAU3,Bergen,2021,Høst
971951,BYGG,Bergen,2022,Høst
971968,MAHEL,Bergen,2024,Høst
971972,EVUFLKI,Sogndal,2024,Høst
971973,BSYK,Bergen,2022,Høst
971978,LEIE,Bergen,2022,Høst
971985,MGBST,Stord,2021,Høst
971991,BSYK,Bergen,2023,Høst
971994,BSYK,Bergen,2022,Høst
971996,MGUBE,Bergen,2021,Høst
972004,EVUFLKI,Sogndal,2024,Høst
972013,BBL,Bergen,2023,Høst
972034,MGUSO,Sogndal,2021,Høst
972038,BSYK,Haugesund,2024,Høst
972055,BSYK,Førde,2022,Høst
972059,MGUSO,Sogndal,2021,Høst
972064,BSAB,Sogndal,2022,Høst
972069,ØAU3,Bergen,2021,Høst
972077,MGBBE,Bergen,2024,Høst
972080,BSYK,Bergen,2022,Høst
972089,BSYK,Bergen,2022,Høst
972090,BVPLD,Sogndal,2024,Høst
972107,MGBBE,Bergen,2021,Høst
972109,BIDR,Sogndal,2023,Høst
972111,MGUBE,Bergen,2021,Høst
972123,MGUSO,Sogndal,2022,Høst
972124,BSYK,Førde,2021,Høst
972147,BSOSN,Sogndal,2024,Høst
972147,ØKB,Haugesund,2021,Høst
972154,FEN,Sogndal,2022,Høst
972161,BSYK,Stord,2022,Høst
972162,MGBBE,Bergen,2021,Høst
972165,NAB,Haugesund,2021,Høst
972175,GEFA,Sogndal,2021,Høst
972221,MIDR,Sogndal,2024,Høst
972242,MGBSO,Sogndal,2022,Høst
972244,DPU-MA,Bergen,2024,Høst
972248,BSYK,Bergen,2023,Høst
973032,EIE-MA,Bergen,2022,Høst
973192,MPR,Bergen,2022,Høst
973264,AUTB,Bergen,2022,Høst
973470,BSYK,Førde,2023,Høst
973476,BERG,Bergen,2024,Høst
973480,BSYK,Stord,2023,Høst
973494,MGUBE,Bergen,2021,Høst
973516,INF,Bergen,2022,Høst
973517,BSYK,Førde,2024,Vår
973535,ØAU3,Bergen,2022,Høst
973540,BSYK,Førde,2022,Høst
973542,LEIE,Bergen,2022,Høst
973550,VTPHR,Førde,2024,Høst
973553,MGUBE,Bergen,2022,Høst
973565,BSYK,Stord,2024,Høst
973568,BYGG,Bergen,2023,Høst
973569,NAB,Haugesund,2021,Høst
973583,BBLD,Bergen,2021,Høst
973600,ØAU3,Bergen,2022,Høst
973618,MGBBE,Bergen,2021,Høst
973650,BSYK,Førde,2023,Vår
973666,BSYK,Bergen,2023,Høst
973670,BSYK,Haugesund,2022,Høst
973673,BFYS,Bergen,2024,Høst
973718,BBL,Bergen,2022,Høst
973730,FHA,Bergen,2024,Høst
974311,BSYKDES,Bergen,2023,Høst
974377,BSYKDES,Bergen,2023,Høst
974393,BSYKDES,Bergen,2021,Høst
974590,MASO,Bergen,2023,Høst
975305,BVPLD,Sogndal,2022,Høst
975309,BSAB,Bergen,2022,Høst
975331,BSYK,Bergen,2024,Høst
975338,ØKB,Haugesund,2024,Høst
975354,MGUBE,Bergen,2022,Høst
975364,BSYK,Haugesund,2022,Høst
975378,MGBBE,Bergen,2021,Høst
975401,ØKOB,Sogndal,2023,Høst
975428,DPU-MA,Bergen,2024,Høst
975431,MGBBE,Bergen,2021,Høst
975465,HVT,Bergen,2022,Høst
975470,MGUBE,Bergen,2021,Høst
975487,MGBBE,Bergen,2023,Høst
975491,ØAU3,Bergen,2023,Høst
975496,MBAKS,Bergen,2024,Høst
975499,BBL,Bergen,2022,Høst
975500,MGBBE,Bergen,2023,Høst
975516,BSYK,Bergen,2022,Høst
975521,MGUBE,Bergen,2023,Høst
975539,BBLD,Sogndal,2023,Høst
975540,INF,Bergen,2023,Høst
975545,BVPL,Bergen,2023,Høst
975553,BSYK,Førde,2024,Høst
975569,EEL,Bergen,2021,Høst
975572,MGBST,Stord,2021,Høst
975574,ØAU3,Bergen,2023,Høst
975575,BVPLD,Haugesund,2021,Høst
975591,DRAMAT,Bergen,2022,Høst
975600,ØAU3,Bergen,2021,Høst
975610,BBL,Bergen,2022,Høst
975616,BSYKD,Førde,2024,Høst
975618,MGBBE,Bergen,2021,Høst
975647,BSYK,Haugesund,2023,Høst
975649,MGBBE,Bergen,2024,Høst
975658,BSYK,Haugesund,2023,Høst
975661,MGUST,Stord,2022,Høst
975666,BVPL,Sogndal,2022,Høst
975667,ØKB,Haugesund,2021,Høst
975684,BSYK,Bergen,2024,Høst
976108,ØAU3,Bergen,2022,Høst
976242,DATA,Bergen,2023,Høst
976249,ELK,Bergen,2022,Høst
976578,MMT,Bergen,2022,Høst
976608,INF,Bergen,2023,Høst
976611,MGUBE,Bergen,2024,Høst
976627,ELK,Bergen,2022,Høst
976663,BBARN,Sogndal,2022,Høst
976666,MGBBE,Bergen,2022,Høst
976667,BSYK,Førde,2022,Vår
976692,BSYK,Bergen,2024,Høst
976700,MGUSO,Sogndal,2021,Høst
976701,GEFA,Sogndal,2022,Høst
976711,BBLD,Bergen,2023,Høst
976718,MMT,Bergen,2022,Høst
976720,MGBBE,Bergen,2021,Høst
976725,ELKF,Førde,2023,Høst
976739,MGUBE,Bergen,2022,Høst
976742,FEN,Sogndal,2023,Høst
976757,INF,Bergen,2023,Høst
976816,ØKOB,Sogndal,2021,Høst
976817,MAM,Bergen,2023,Høst
976831,BSYK,Haugesund,2022,Høst
976836,BSYK,Bergen,2023,Høst
976855,BVPL,Bergen,2022,Høst
976861,MGUBE,Bergen,2021,Høst
976893,BIO,Bergen,2024,Høst
976918,MGUBE,Bergen,2021,Høst
976941,MIL-MA,Bergen,2024,Høst
976952,MGUBE,Bergen,2022,Høst
976993,HVT,Bergen,2023,Høst
977013,ING-BRANN,Haugesund,2021,Høst
977107,MPR,Bergen,2023,Høst
977282,BAMM,Haugesund,2021,Høst
977462,MARE,Bergen,2022,Høst
977583,BSYKDES,Bergen,2023,Høst
977592,MAM,Bergen,2022,Høst
977597,MAM,Bergen,2022,Høst
977674,BYGG,Bergen,2022,Høst
977993,DATA,Bergen,2022,Høst
978014,DATA,Bergen,2022,Høst
978025,BYGGYF,Førde,2021,Høst
978069,BYGG,Bergen,2023,Høst
978131,ING-BRANN,Haugesund,2022,Høst
978170,DATA,Bergen,2022,Høst
978194,BYGGYF,Førde,2021,Høst
978740,MGUBE,Bergen,2021,Høst
978746,BBL,Bergen,2023,Høst
978756,MGUBE,Bergen,2023,Høst
978757,BFYS,Bergen,2022,Høst
978765,MGBBE,Bergen,2022,Høst
978771,GEFA,Sogndal,2022,Høst
978772,ØAU3,Bergen,2024,Høst
978795,MGUSO,Sogndal,2023,Høst
978797,BFYS,Bergen,2023,Høst
978830,REALNS,Førde,2024,Høst
978848,MIDR,Sogndal,2024,Høst
978856,BSYK,Førde,2023,Vår
978863,HVT,Bergen,2021,Høst
978868,BVPLD,Sogndal,2021,Høst
978874,BSYK,Bergen,2023,Høst
978876,BBL,Bergen,2024,Høst
978889,BBL,Stord,2022,Høst
978895,BSYK,Bergen,2022,Høst
978907,BSAB,Bergen,2022,Høst
978912,BYGG,Bergen,2022,Høst
978920,DATA,Bergen,2022,Høst
978937,MMT,Bergen,2022,Høst
978946,BBL,Bergen,2023,Høst
978949,MGUSO,Sogndal,2021,Høst
978972,BBLD,Sogndal,2021,Høst
979228,ØKOJ,Sogndal,2021,Høst
979390,MGBSO,Sogndal,2022,Høst
979476,BSYKDES,Førde,2021,Høst
979522,MMO,Haugesund,2021,Høst
979682,BAMM,Haugesund,2021,Høst
979724,ING-MAB,Haugesund,2022,Høst
979754,TST,Bergen,2022,Høst
979809,MSFH,Haugesund,2023,Høst
980457,MGUBE,Bergen,2021,Høst
980478,BSYK,Førde,2022,Vår
980481,BFYS,Bergen,2022,Høst
980492,MGBBE,Bergen,2021,Høst
980520,MGUBE,Bergen,2021,Høst
980523,MGUBE,Bergen,2022,Høst
980524,ØAU3,Bergen,2024,Høst
980530,BSAB,Bergen,2022,Høst
980541,MGUBE,Bergen,2021,Høst
980565,HVT,Bergen,2022,Høst
980567,MGUBE,Bergen,2022,Høst
980568,ØKB,Haugesund,2022,Høst
980569,INF,Bergen,2023,Høst
980578,BSYK,Haugesund,2024,Høst
980622,BSYK,Haugesund,2024,Høst
980634,GEFA,Sogndal,2023,Høst
980654,FHA,Bergen,2022,Høst
980660,MGBBE,Bergen,2023,Høst
980667,MGBSO,Sogndal,2021,Høst
980668,BSYK,Bergen,2022,Høst
980677,BIDR,Sogndal,2022,Høst
980686,MIL-MA,Bergen,2024,Høst
980698,MGBBE,Bergen,2021,Høst
980711,BSYK,Haugesund,2022,Høst
980721,MKUF,Bergen,2024,Høst
980725,BFYS,Bergen,2022,Høst
980732,MGUBE,Bergen,2021,Høst
980738,BSYK,Bergen,2022,Høst
980740,MGBBE,Bergen,2022,Høst
980746,ØKOB,Sogndal,2021,Høst
980752,DRAMAT,Bergen,2022,Høst
980760,MGUBE,Bergen,2021,Høst
980780,REALNS,Haugesund,2024,Høst
980786,MGUBE,Bergen,2021,Høst
980819,BVPLD,Haugesund,2022,Høst
980835,MGBSO,Sogndal,2021,Høst
980837,MGBBE,Bergen,2022,Høst
980847,ØAU3,Bergen,2024,Høst
980851,BSYK,Stord,2022,Høst
980856,LUPEK,Bergen,2022,Høst
980861,MGUBE,Bergen,2021,Høst
980865,BFYS,Bergen,2024,Høst
980871,DATA,Bergen,2024,Høst
980876,BSYK,Førde,2024,Vår
980884,BSAB,Bergen,2023,Høst
980889,ING-BRANN,Haugesund,2023,Høst
980893,BBL,Bergen,2022,Høst
980904,MGBBE,Bergen,2021,Høst
980906,ØKOB,Sogndal,2021,Høst
980909,LUPEK,Bergen,2022,Høst
980912,MMT,Bergen,2024,Høst
980932,BFYS,Bergen,2022,Høst
980933,ØKOB,Sogndal,2023,Høst
980939,BVPL,Bergen,2022,Høst
980940,BBL,Bergen,2022,Høst
980947,BFYS,Bergen,2022,Høst
980986,MGBBE,Bergen,2021,Høst
980990,MGUBE,Bergen,2021,Høst
980991,MGUBE,Bergen,2021,Høst
980994,ØAU3,Bergen,2024,Høst
980995,BSYK,Stord,2024,Høst
980996,DATA,Bergen,2022,Høst
980998,DATA,Bergen,2022,Høst
981008,BSYK,Haugesund,2022,Høst
981027,BFYS,Bergen,2021,Høst
981030,DPU-MA,Bergen,2024,Høst
981031,INF-F,Førde,2021,Høst
981037,KJE,Bergen,2021,Høst
981051,MGBBE,Bergen,2022,Høst
981061,BSYK,Bergen,2023,Høst
981074,ØKOB,Sogndal,2021,Høst
981088,BBL,Bergen,2022,Høst
981103,BSYK,Haugesund,2022,Høst
981108,BVPL,Sogndal,2022,Høst
981131,BSYK,Bergen,2022,Høst
981133,LUPEK,Bergen,2022,Høst
981137,BELEH,Haugesund,2024,Høst
981139,REISÅ,Sogndal,2024,Høst
981143,MGUBE,Bergen,2021,Høst
981152,DOL,Bergen,2024,Høst
981153,ELK,Bergen,2022,Høst
981161,ENGN,Sogndal,2024,Høst
981170,GEFA,Sogndal,2021,Høst
981173,BBARN,Sogndal,2022,Høst
981174,BSYKD,Stord,2024,Høst
981202,BIO,Bergen,2022,Høst
981214,REALNS,Haugesund,2024,Høst
981217,ØKB,Haugesund,2021,Høst
981221,BIO,Bergen,2022,Høst
981227,BVPL,Bergen,2024,Høst
981234,MADI,Bergen,2024,Høst
981238,ØKBD,Haugesund,2023,Høst
981242,BERG,Bergen,2023,Høst
981250,BYGG,Bergen,2022,Høst
981261,BSYK,Bergen,2022,Høst
981265,ELK,Bergen,2023,Høst
981266,BELE,Bergen,2024,Høst
981286,BYGG,Bergen,2022,Høst
981293,BYGG,Bergen,2022,Høst
981293,MAM,Bergen,2024,Høst
981295,MGBSO,Sogndal,2021,Høst
981301,BBL,Sogndal,2022,Høst
981308,ETK,Bergen,2021,Høst
981317,ING-BRANN,Haugesund,2023,Høst
981320,BSYK,Haugesund,2022,Høst
981323,BSYK,Stord,2022,Høst
981327,GEFA,Sogndal,2022,Høst
981345,ØAU3,Bergen,2024,Høst
981349,BSYK,Haugesund,2022,Høst
981367,BSYK,Bergen,2023,Høst
981375,ØAU3,Bergen,2024,Høst
981392,LUPEK,Bergen,2022,Høst
981407,FEN,Sogndal,2022,Høst
981410,ADLE,Haugesund,2024,Høst
981410,ING-BRANN,Haugesund,2021,Høst
981413,BVPLD,Sogndal,2021,Høst
981416,MGBBE,Bergen,2021,Høst
981423,ØKB,Haugesund,2024,Høst
981442,MGBBE,Bergen,2022,Høst
981444,MABET,Bergen,2024,Høst
981448,FHA,Bergen,2023,Høst
981450,BSYK,Bergen,2022,Høst
981452,EIMB,Sogndal,2023,Høst
981468,MGUBE,Bergen,2021,Høst
981473,BSAB,Sogndal,2024,Høst
981482,BVPL,Bergen,2022,Høst
981492,BSYK,Bergen,2022,Høst
981493,NABP,Haugesund,2022,Høst
981507,NAB,Haugesund,2021,Høst
981512,BERG,Bergen,2022,Høst
981515,ØAU3,Bergen,2022,Høst
981531,MGBBE,Bergen,2021,Høst
981538,BFYS,Bergen,2022,Høst
981547,BSYK,Bergen,2023,Høst
981555,BVPLD,Sogndal,2021,Høst
981566,EIMB,Sogndal,2024,Høst
981568,BFYS,Bergen,2023,Høst
981575,ØAU3,Bergen,2022,Høst
981578,ØKB,Haugesund,2021,Høst
981583,DATA,Bergen,2022,Høst
981604,BSAB,Bergen,2024,Høst
981611,BBL,Bergen,2023,Høst
981612,BBL,Bergen,2024,Høst
981616,MGBBE,Bergen,2023,Høst
981623,MGBST,Stord,2024,Høst
981625,MGUBE,Bergen,2022,Høst
981626,HISN,Sogndal,2024,Høst
981627,MGUBE,Bergen,2022,Høst
981643,BSYK,Haugesund,2024,Høst
981651,MGUBE,Bergen,2021,Høst
981661,REALNS,Bergen,2024,Høst
981696,MGBBE,Bergen,2021,Høst
981710,DATA,Bergen,2023,Høst
981715,AUTB,Bergen,2022,Høst
981735,BVPL,Sogndal,2023,Høst
981749,ØKBD,Haugesund,2024,Høst
981754,MGBBE,Bergen,2021,Høst
981763,MGBBE,Bergen,2021,Høst
981774,MGUBE,Bergen,2024,Høst
981779,BYGG,Bergen,2024,Høst
981785,BIDR,Sogndal,2022,Høst
981787,MGBBE,Bergen,2021,Høst
981791,LEIE,Bergen,2023,Høst
981793,FEN,Sogndal,2023,Høst
981795,MGUBE,Bergen,2021,Høst
981799,BSYK,Bergen,2022,Høst
981800,MGUBE,Bergen,2022,Høst
981803,BSYK,Førde,2022,Høst
981811,BSAB,Bergen,2024,Høst
981821,BFYS,Bergen,2023,Høst
981833,BBL,Bergen,2023,Høst
981838,BRAD,Bergen,2024,Høst
981877,MGUBE,Bergen,2024,Høst
981891,LUPEK,Bergen,2022,Høst
981894,MAM,Bergen,2023,Høst
981900,BVPL,Sogndal,2022,Høst
981905,DATA,Bergen,2022,Høst
981906,BSYK,Bergen,2022,Høst
981911,BBL,Bergen,2021,Høst
981918,BVPLD,Sogndal,2022,Høst
981919,VTPHR,Bergen,2024,Høst
981924,NABP,Haugesund,2024,Høst
981938,BSAB,Bergen,2023,Høst
981966,INF,Bergen,2023,Høst
981969,ØKB,Haugesund,2022,Høst
982000,REALNS,Bergen,2024,Høst
982003,EIMB,Sogndal,2022,Høst
982007,MGBST,Stord,2022,Høst
982024,BSYK,Bergen,2022,Høst
982034,MGBBE,Bergen,2021,Høst
982051,BSAB,Bergen,2022,Høst
982053,BSYK,Førde,2023,Høst
982057,BSYK,Bergen,2024,Høst
982062,MAM,Bergen,2023,Høst
984027,MPR,Bergen,2024,Høst
984144,AUTB,Bergen,2023,Høst
984957,BYGG,Bergen,2022,Høst
984975,BAMM,Haugesund,2021,Høst
985006,PHDH,Bergen,2021,Vår
985095,AUTB,Bergen,2023,Høst
985129,ØKB,Haugesund,2021,Høst
985218,AUTB,Bergen,2022,Høst
985261,AUTB,Bergen,2022,Høst
985284,BYGG,Bergen,2022,Høst
985293,BSYK,Bergen,2022,Høst
985396,BYGG,Bergen,2022,Høst
985536,ABLU,Haugesund,2023,Høst
985539,ING-BRANN,Haugesund,2021,Høst
985573,LEIE,Bergen,2022,Høst
985587,BAMM,Haugesund,2021,Høst
985659,KFK-SPB2,Bergen,2024,Høst
989244,BYGG,Bergen,2023,Høst
989254,DATA,Bergen,2021,Høst
989254,MMT,Bergen,2023,Høst
989278,GEFA,Sogndal,2024,Høst
989279,DATA,Bergen,2024,Høst
989285,ØAU3,Bergen,2022,Høst
989286,MADD,Bergen,2024,Høst
989297,BVPL,Bergen,2024,Høst
989312,ETK,Bergen,2022,Høst
989333,ØKOB,Sogndal,2022,Høst
989334,BSYK,Førde,2022,Høst
989339,BBL,Stord,2023,Høst
989341,BIDR,Sogndal,2022,Høst
989342,MMT,Bergen,2023,Høst
989353,MGBBE,Bergen,2021,Høst
989355,MGBBE,Bergen,2021,Høst
989357,BVPLD,Haugesund,2022,Høst
989373,MADI,Bergen,2024,Høst
989379,BSYK,Bergen,2022,Høst
989393,ING-BRANN,Haugesund,2021,Høst
989397,ØKB,Haugesund,2021,Høst
989411,MAM,Bergen,2021,Høst
989414,HOSPITANT,Bergen,2024,Høst
989423,DATA,Bergen,2022,Høst
989436,PPUALM,Sogndal,2024,Høst
989440,HVF,Bergen,2024,Høst
989446,HVT,Bergen,2023,Høst
989448,MGBBE,Bergen,2021,Høst
989459,BVPLD,Sogndal,2021,Høst
989471,BFYS,Bergen,2022,Høst
989511,ØKB,Haugesund,2021,Høst
989535,MGBBE,Bergen,2021,Høst
989559,ING-BRANN,Haugesund,2021,Høst
989565,DATA,Bergen,2022,Høst
989569,FHA,Bergen,2023,Høst
989574,FRIB,Sogndal,2022,Høst
989639,INF,Bergen,2023,Høst
989655,KJE,Bergen,2024,Høst
989663,MAM,Bergen,2021,Høst
989664,ING-MAB,Haugesund,2021,Høst
989666,EIMB,Sogndal,2023,Høst
