plnr,studieprogram,campus,år,termin
989668,BYGG,Bergen,2023,Høst
989669,MGUBE,Bergen,2022,Høst
989685,BBL,Stord,2022,Høst
989704,BBLD,Bergen,2021,Høst
989722,INF,Bergen,2023,Høst
989759,MGBBE,Bergen,2022,Høst
989760,BRAD,Bergen,2023,Høst
989773,MGBSO,Sogndal,2021,Høst
989776,BSYK,Haugesund,2022,Høst
989785,INF-H,Haugesund,2024,Høst
989793,DATA,Bergen,2021,Høst
989818,BFYS,Bergen,2024,Høst
989832,MGUBE,Bergen,2021,Høst
989847,MGUBE,Bergen,2022,Høst
989866,BSYK,Bergen,2023,Høst
989869,BSYK,Haugesund,2022,Høst
989878,MGUBE,Bergen,2023,Høst
989886,INF,Bergen,2022,Høst
989889,BSYK,Førde,2022,Vår
989899,BSAB,Sogndal,2023,Høst
989911,BSAB,Sogndal,2022,Høst
989926,BERG,Bergen,2022,Høst
989929,MGFOR,,2024,Vår
989929,MGUBE,Bergen,2021,Høst
989930,MGBBE,Bergen,2021,Høst
989934,BBL,Bergen,2024,Høst
989938,BFYS,Bergen,2022,Høst
989953,PPUALM,Sogndal,2024,Høst
989958,BERG,Bergen,2022,Høst
989959,BBL,Bergen,2022,Høst
989960,ING-BRANN,Haugesund,2023,Høst
989963,EIMB,Sogndal,2022,Høst
989972,KOM,Bergen,2021,Høst
989973,BSAB,Bergen,2022,Høst
989993,ØKOB,Sogndal,2023,Høst
990006,BSAB,Bergen,2023,Høst
990009,MASOD,Bergen,2024,Høst
990028,REALNS,Haugesund,2024,Høst
990028,ØKB,Haugesund,2021,Høst
990035,MGBBE,Bergen,2023,Høst
990045,MGUBE,Bergen,2021,Høst
990086,KOM,Bergen,2021,Høst
990105,BSYKD,Stord,2024,Høst
990145,MGUBE,Bergen,2022,Høst
990151,FHA,Bergen,2022,Høst
990180,INF,Bergen,2021,Høst
990187,BSYK,Bergen,2022,Høst
990192,MGBBE,Bergen,2022,Høst
990198,BVPL,Sogndal,2023,Høst
990213,HISN,Sogndal,2024,Høst
990254,BSYK,Bergen,2022,Høst
990283,BSYK,Førde,2021,Høst
990284,BSAB,Bergen,2023,Høst
990285,ETK,Bergen,2022,Høst
990298,LUPEK,Bergen,2023,Høst
990309,MASOD,Bergen,2024,Høst
990318,BBARN,Sogndal,2022,Høst
990320,BERG,Bergen,2022,Høst
990322,ØAU3,Bergen,2022,Høst
990332,ØAU3,Bergen,2024,Høst
990334,BSYK,Haugesund,2022,Høst
990362,MGUBE,Bergen,2020,Høst
990364,MAM,Bergen,2024,Høst
990385,BSYK,Bergen,2022,Høst
990387,ØKB,Haugesund,2022,Høst
990394,BBLD,Bergen,2021,Høst
990397,MGUBE,Bergen,2023,Høst
990404,NAB,Haugesund,2021,Høst
990406,MGUBE,Bergen,2021,Høst
990407,BSYK,Førde,2022,Høst
990425,BYGG,Bergen,2021,Høst
990429,MGUBE,Bergen,2022,Høst
990430,PPUALM,Sogndal,2024,Høst
990433,BSYK,Stord,2022,Høst
990456,MGUBE,Bergen,2022,Høst
990462,LUPEM,Bergen,2022,Høst
990472,BVPLD,Haugesund,2023,Høst
990477,MGBBE,Bergen,2021,Høst
990484,BSYK,Førde,2022,Høst
990492,MGUBE,Bergen,2022,Høst
990548,BYGG,Bergen,2021,Høst
990560,MAM,Bergen,2022,Høst
990562,MGBBE,Bergen,2021,Høst
990563,BERG,Bergen,2023,Høst
990567,TST,Bergen,2024,Høst
990577,BSYK,Stord,2022,Høst
990582,MGUBE,Bergen,2022,Høst
990588,ØKOJ,Sogndal,2021,Høst
990591,ELK,Bergen,2022,Høst
990606,EIMB,Sogndal,2021,Høst
990606,ØKOB,Sogndal,2023,Høst
990631,KK-SPESB,Sogndal,2024,Høst
990643,MASOD,Bergen,2024,Høst
990644,BYGG,Bergen,2023,Høst
990652,BSAB,Bergen,2024,Høst
990654,ØAU3,Bergen,2022,Høst
990659,BVPL,Sogndal,2023,Høst
990662,MGBNS,Stord,2023,Høst
990710,MIL-MA,Bergen,2024,Høst
990711,DATA,Bergen,2023,Høst
990719,BVPL,Sogndal,2022,Høst
990720,BRAD,Bergen,2022,Høst
990725,BBL,Bergen,2024,Høst
990727,MGUBE,Bergen,2021,Høst
990741,BYGG,Bergen,2023,Høst
990749,BBL,Bergen,2022,Høst
990753,MGBBE,Bergen,2021,Høst
990759,MGUBE,Bergen,2021,Høst
990760,BFYS,Bergen,2023,Høst
990769,AUTB,Bergen,2022,Høst
990775,BSAB,Sogndal,2023,Høst
990796,EVUEFIN,Bergen,2024,Høst
990796,LEIE,Bergen,2024,Høst
990805,BERG,Bergen,2022,Høst
990814,SAMN,Sogndal,2024,Høst
990818,BSYK,Haugesund,2024,Høst
990821,MMT,Bergen,2022,Høst
990826,ØAU3,Bergen,2023,Høst
990833,BERG,Bergen,2022,Høst
990845,HVT,Bergen,2022,Høst
990858,MGUBE,Bergen,2021,Høst
990863,BBL,Bergen,2021,Høst
990869,BVPL,Bergen,2023,Høst
990870,MGUSO,Sogndal,2022,Høst
990884,BSYK,Bergen,2024,Høst
990911,MGUBE,Bergen,2023,Høst
990929,MAPHER,Bergen,2024,Høst
990937,NABP,Haugesund,2022,Høst
990944,MGBBE,Bergen,2021,Høst
990971,BSYK,Bergen,2022,Høst
990974,MGBBE,Bergen,2021,Høst
991004,MGBBE,Bergen,2022,Høst
991006,MAMLT,Bergen,2024,Høst
991008,MSFH,Bergen,2022,Høst
991010,LANA,Sogndal,2023,Høst
991014,HOSPITANT,Bergen,2023,Høst
991022,ØAU3,Bergen,2022,Høst
991033,MGBST,Stord,2021,Høst
991073,GLU1-7P,Bergen,2021,Høst
991599,AUTH,Haugesund,2022,Høst
991624,BYGG,Bergen,2022,Høst
991632,BSYKDES,Bergen,2021,Høst
991639,ABLU,Haugesund,2021,Høst
991663,MGBBE,Bergen,2021,Høst
991711,BYGG,Bergen,2023,Høst
991722,MAM,Bergen,2022,Høst
991837,ABLU,Haugesund,2021,Høst
991896,DATA,Bergen,2022,Høst
991907,ABLU,Haugesund,2021,Høst
992014,BYGGF,Førde,2022,Høst
992097,MASP,Bergen,2024,Høst
992206,LEIE,Bergen,2022,Høst
992222,PSBU,Stord,2023,Høst
992328,VKKK,Bergen,2024,Høst
996495,BAMM,Haugesund,2021,Høst
996525,ELK,Bergen,2022,Høst
998212,ING-BRANN,Haugesund,2021,Høst
998234,LEIE,Bergen,2022,Høst
999035,BAMM,Haugesund,2023,Høst
999037,ING-BRANN,Haugesund,2021,Høst
999177,ELK,Bergen,2022,Høst
999204,ELKYF,Førde,2021,Høst
999237,HISN,Sogndal,2024,Høst
999381,MA-DRA,Bergen,2021,Høst
999436,ØAU3,Bergen,2022,Høst
999443,PT,Sogndal,2024,Høst
999443,ØKOJ,Sogndal,2021,Høst
999472,BBL,Bergen,2022,Høst
999490,BIDR,Sogndal,2022,Høst
999500,MGBBE,Bergen,2024,Høst
999517,ØAU3,Bergen,2022,Høst
999525,BVPLD,Haugesund,2022,Høst
999540,MAM,Bergen,2023,Høst
999544,MGBBE,Bergen,2021,Høst
999547,BRAD,Bergen,2023,Høst
999574,MGBBE,Bergen,2023,Høst
999577,RLIL,Sogndal,2023,Høst
999611,ØAU3,Bergen,2024,Høst
999612,MGBBE,Bergen,2021,Høst
999627,BSYK,Bergen,2023,Høst
999636,MGUBE,Bergen,2021,Høst
999641,DPU-MA,Bergen,2024,Høst
999643,ØAU3,Bergen,2021,Høst
999663,BSAB,Sogndal,2023,Høst
999677,BFYS,Bergen,2023,Høst
999683,MAM,Bergen,2023,Høst
999684,MGBBE,Bergen,2021,Høst
999703,ING-BRANN,Haugesund,2023,Høst
999706,MGBBE,Bergen,2024,Høst
999712,MGBBE,Bergen,2022,Høst
999717,EVUFLKI,Sogndal,2024,Høst
999717,MGBSO,Sogndal,2022,Høst
999728,BBL,Bergen,2022,Høst
999732,MGUBE,Bergen,2021,Høst
999738,ETK,Bergen,2024,Høst
999749,MGBBE,Bergen,2023,Høst
999753,MGBBE,Bergen,2023,Høst
999769,BSAB,Bergen,2024,Høst
999770,HVT,Bergen,2021,Høst
999831,LUPEK,Bergen,2024,Høst
999833,MGUBE,Bergen,2021,Høst
999834,FRIB,Sogndal,2024,Høst
999840,MGUBE,Bergen,2022,Høst
999848,MMT,Bergen,2023,Høst
999859,LEIE,Bergen,2023,Høst
999874,BBL,Bergen,2022,Høst
999885,FHA,Bergen,2023,Høst
999886,TST,Bergen,2023,Høst
999887,ØAU3,Bergen,2022,Høst
999896,MGUBE,Bergen,2022,Høst
999897,BSYK,Bergen,2023,Høst
999906,MGBBE,Bergen,2023,Høst
999908,ØKB,Haugesund,2022,Høst
999921,ØAU3,Bergen,2022,Høst
999929,PT,Sogndal,2024,Høst
999942,BBARN,Sogndal,2022,Høst
999954,HVT,Bergen,2023,Høst
999957,DPU-MA,Bergen,2024,Høst
999961,BBLD,Bergen,2024,Høst
999968,MGUBE,Bergen,2021,Høst
999987,ØAU3,Bergen,2024,Høst
999989,ØAU3,Bergen,2022,Høst
1000011,DATA,Bergen,2021,Høst
1000013,MGUBE,Bergen,2022,Høst
1000033,ØAU3,Bergen,2022,Høst
1000043,ØKB,Haugesund,2022,Høst
1000046,FHA,Bergen,2023,Høst
1000049,BBL,Bergen,2021,Høst
1000053,LUPEK,Bergen,2022,Høst
1000076,MGUBE,Bergen,2022,Høst
1000096,BVPLD,Haugesund,2021,Høst
1000101,FRIB,Sogndal,2023,Høst
1000114,BSYK,Bergen,2021,Høst
1000124,BFYS,Bergen,2023,Høst
1000138,BSYK,Stord,2022,Høst
1000139,MMO,Haugesund,2024,Høst
1000160,MGUBE,Bergen,2023,Høst
1000181,ØAU3,Bergen,2024,Høst
1000190,MGUBE,Bergen,2021,Høst
1000215,MGBBE,Bergen,2022,Høst
1000224,BERG,Bergen,2022,Høst
1000226,BSYK,Bergen,2022,Høst
1000235,EIMB,Sogndal,2023,Høst
1000241,LANA,Sogndal,2023,Høst
1000248,DATA,Bergen,2021,Høst
1000259,MGBBE,Bergen,2023,Høst
1000263,BYGG,Bergen,2023,Høst
1000274,DPU-MA,Bergen,2024,Høst
1000278,MABET,Bergen,2024,Høst
1000319,BSYK,Haugesund,2024,Høst
1000328,MGBBE,Bergen,2021,Høst
1000333,BFYS,Bergen,2023,Høst
1000346,UNGB,Sogndal,2021,Høst
1000389,BSYK,Førde,2022,Vår
1000394,EIMB,Sogndal,2021,Høst
1000394,ØKOB,Sogndal,2023,Høst
1000416,MGBBE,Bergen,2021,Høst
1000460,MGUBE,Bergen,2023,Høst
1000467,ØKB,Haugesund,2022,Høst
1000474,INF-F,Førde,2022,Høst
1000476,ENKELTEMNE,Haugesund,2024,Høst
1000476,ENKELTEMNE,Bergen,2024,Vår
1000496,MGUBE,Bergen,2021,Høst
1000501,MAM,Bergen,2022,Høst
1000502,ØAU3,Bergen,2021,Høst
1000509,BSYK,Haugesund,2022,Høst
1000510,MASOD,Bergen,2024,Høst
1000513,BSYK,Bergen,2023,Høst
1000518,NAB,Haugesund,2021,Høst
1000562,BIDR,Sogndal,2023,Høst
1000564,MGUSO,Sogndal,2021,Høst
1000578,BSYK,Bergen,2022,Høst
1000584,MIDR,Sogndal,2024,Høst
1000600,BBL,Bergen,2023,Høst
1000603,ETK,Bergen,2022,Høst
1000625,BYGG,Bergen,2021,Høst
1000626,BERG,Bergen,2022,Høst
1000627,MMT,Bergen,2024,Høst
1000630,MSB,Haugesund,2024,Høst
1000636,BIO,Bergen,2022,Høst
1000654,FEN,Sogndal,2022,Høst
1000658,BBL,Stord,2022,Høst
1000663,MGUBE,Bergen,2022,Høst
1000685,HOSPITANT,Bergen,2023,Høst
1000689,BYGG,Bergen,2023,Høst
1000702,MGBBE,Bergen,2022,Høst
1000705,MGUBE,Bergen,2023,Høst
1000735,BBL,Sogndal,2023,Høst
1000738,RLIL,Sogndal,2022,Høst
1000742,MGBBE,Bergen,2022,Høst
1000743,ØAU3,Bergen,2022,Høst
1000748,ØAU3,Bergen,2021,Høst
1000760,BVPL,Bergen,2024,Høst
1000773,BIO,Bergen,2022,Høst
1000798,HISN,Sogndal,2024,Høst
1000804,BIDR,Sogndal,2021,Høst
1000805,ABLU,Sogndal,2024,Høst
1000808,BBL,Bergen,2022,Høst
1000816,MGUBE,Bergen,2022,Høst
1000845,ØKB,Haugesund,2023,Høst
1000848,BBL,Stord,2022,Høst
1000856,BBL,Bergen,2022,Høst
1000889,BSYK,Førde,2023,Vår
1000915,LEIE,Bergen,2022,Høst
1000924,ØAU3,Bergen,2023,Høst
1000926,BYGG,Bergen,2023,Høst
1000946,GEFA,Sogndal,2023,Høst
1000958,BBARN,Sogndal,2023,Høst
1000960,ØKB,Haugesund,2021,Høst
1000970,YD,Bergen,2024,Høst
1000987,LUPEK,Bergen,2022,Høst
1000995,BSYK,Bergen,2023,Høst
1000997,INF-H,Haugesund,2024,Høst
1001008,ØAU3,Bergen,2023,Høst
1001013,BSYK,Haugesund,2022,Høst
1001023,HOSPITANT,Bergen,2023,Høst
1001029,ØKOJ,Sogndal,2023,Høst
1001030,BSAB,Bergen,2023,Høst
1001063,BSYK,Bergen,2022,Høst
1001093,BSYK,Haugesund,2022,Høst
1001113,BSAB,Bergen,2023,Høst
1001130,LUPEK,Bergen,2022,Høst
1001139,LANA,Sogndal,2023,Høst
1001144,BBARN,Sogndal,2024,Høst
1001144,BBL,Sogndal,2023,Høst
1001144,ØKOJ,Sogndal,2021,Høst
1001182,LEIE,Bergen,2023,Høst
1001207,FRIB,Sogndal,2022,Høst
1001221,BSAB,Bergen,2022,Høst
1001222,MGUSO,Sogndal,2023,Høst
1001245,MGUSO,Sogndal,2022,Høst
1001262,EIMB,Sogndal,2022,Høst
1001268,HISBN,Sogndal,2021,Høst
1001285,EIMB,Sogndal,2023,Høst
1001286,MGBBE,Bergen,2023,Høst
1001295,BSAB,Sogndal,2024,Høst
1001314,HVT,Bergen,2021,Høst
1001319,BIDR,Sogndal,2023,Høst
1001337,AUTB,Bergen,2022,Høst
1001343,LANA,Sogndal,2023,Høst
1001349,BIDR,Sogndal,2023,Høst
1001361,BSYK,Førde,2024,Vår
1001395,LUPEK,Bergen,2022,Høst
1001401,MGBBE,Bergen,2022,Høst
1001407,MSB,Sogndal,2024,Høst
1001411,ØAU3,Bergen,2022,Høst
1001416,BSYK,Bergen,2022,Høst
1001417,INF-F,Førde,2022,Høst
1001425,BSYK,Bergen,2023,Høst
1001431,HVT,Bergen,2022,Høst
1001437,BBARN,Sogndal,2022,Høst
1001453,BVPL,Sogndal,2022,Høst
1001456,BSYK,Bergen,2023,Høst
1001459,BERG,Bergen,2022,Høst
1001487,FRIB,Sogndal,2022,Høst
1001501,LEIE,Bergen,2023,Høst
1001516,MSB,Sogndal,2024,Høst
1001538,MGUBE,Bergen,2024,Høst
1001546,BVPL,Bergen,2024,Høst
1001570,ØKOB,Sogndal,2021,Høst
1001588,BVPL,Sogndal,2022,Høst
1001596,ØAU3,Bergen,2023,Høst
1001617,BSYKD,Førde,2024,Høst
1001621,MIL-MA,Bergen,2024,Høst
1001634,LANA,Sogndal,2021,Høst
1001654,BVPLD,Sogndal,2024,Høst
1001670,BSYK,Bergen,2022,Høst
1001674,BBL,Bergen,2024,Høst
1001677,BBL,Stord,2023,Høst
1001706,MGUBE,Bergen,2023,Høst
1001714,BFYS,Bergen,2024,Høst
1001726,MGBBE,Bergen,2022,Høst
1001747,MPR,Bergen,2022,Høst
1001756,ETK,Bergen,2021,Høst
1001769,MGBBE,Bergen,2024,Høst
1001773,BVPL,Bergen,2024,Høst
1001796,HVT,Bergen,2022,Høst
1001810,NABP,Haugesund,2023,Høst
1001831,BELE,Bergen,2024,Høst
1001834,BSYK,Bergen,2024,Høst
1001835,MGUST,Stord,2021,Høst
1001851,ETK,Bergen,2023,Høst
1001853,ELK,Bergen,2022,Høst
1001875,MGBBE,Bergen,2024,Høst
1001881,HOSPITANT,Bergen,2023,Høst
1001887,MGBBE,Bergen,2022,Høst
1001896,BFYS,Bergen,2022,Høst
1001908,AUTH,Haugesund,2023,Høst
1001914,MGUBE,Bergen,2022,Høst
1001917,MGUBE,Bergen,2021,Høst
1001921,HVT,Bergen,2024,Høst
1001932,BBL,Bergen,2022,Høst
1001944,ENGN,Sogndal,2024,Høst
1001946,DATA,Bergen,2023,Høst
1001949,LANA,Sogndal,2022,Høst
1001952,BVPLD,Sogndal,2022,Høst
1001961,MGBBE,Bergen,2022,Høst
1001975,BSYK,Stord,2024,Høst
1001977,DATA,Bergen,2022,Høst
1001988,INF,Bergen,2022,Høst
1002010,BVPLD,Sogndal,2023,Høst
1002023,BYGG,Bergen,2023,Høst
1002036,INF,Bergen,2022,Høst
1002050,BBL,Sogndal,2022,Høst
1002054,BVPLD,Sogndal,2021,Høst
1002061,MGBBE,Bergen,2024,Høst
1002071,BVPL,Bergen,2022,Høst
1002074,BSYK,Bergen,2023,Høst
1002075,MGUBE,Bergen,2024,Høst
1002081,INF-F,Førde,2023,Høst
1002141,MGBBE,Bergen,2022,Høst
1002150,LEIE,Bergen,2022,Høst
1002167,BBL,Bergen,2022,Høst
1002174,BBL,Bergen,2022,Høst
1002181,DPU-MA,Bergen,2024,Høst
1002339,PHDINN,Bergen,2021,Vår
1007518,LUPEM,Bergen,2022,Høst
1007527,MGUSO,Sogndal,2022,Høst
1007552,BVPL,Bergen,2024,Høst
1007553,ØKOB,Sogndal,2023,Høst
1007563,BSYK,Stord,2024,Høst
1007576,BSYK,Førde,2022,Høst
1007590,BSAB,Sogndal,2023,Høst
1007615,ØKOJ,Sogndal,2022,Høst
1007639,LUPEK,Bergen,2024,Høst
1007647,MSB,Bergen,2024,Høst
1007658,BSYK,Bergen,2022,Høst
1007681,BSYK,Bergen,2022,Høst
1007697,MGBBE,Bergen,2024,Høst
1007704,MGUBE,Bergen,2022,Høst
1007732,ING-BRANN,Haugesund,2022,Høst
1007733,BRAD,Bergen,2023,Høst
1007737,MGBBE,Bergen,2023,Høst
1007738,GEFA,Sogndal,2022,Høst
1007777,BVPL,Sogndal,2023,Høst
1007784,ØAU3,Bergen,2022,Høst
1007792,ØKB,Haugesund,2023,Høst
1007805,BBLD,Sogndal,2021,Høst
1007811,INF,Bergen,2022,Høst
1007826,BSYK,Bergen,2022,Høst
1007827,LANA,Sogndal,2023,Høst
1007844,MGUBE,Bergen,2022,Høst
1007869,MGUBE,Bergen,2021,Høst
1007871,FHA,Bergen,2022,Høst
1007896,BBL,Sogndal,2023,Høst
1007903,BBARN,Sogndal,2022,Høst
1007947,BBL,Stord,2021,Høst
1007948,ØAU3,Bergen,2024,Høst
1007953,BFYS,Bergen,2022,Høst
1007962,FHA,Bergen,2022,Høst
1007988,BBLD,Sogndal,2023,Høst
1008003,ØAU3,Bergen,2024,Høst
1008028,BSYK,Bergen,2021,Høst
1008041,GEFA,Sogndal,2022,Høst
1008060,ENGN,Sogndal,2024,Høst
1008077,ØKBD,Haugesund,2022,Høst
1008078,DATA,Bergen,2023,Høst
1008089,MGBBE,Bergen,2023,Høst
1008106,MGUBE,Bergen,2022,Høst
1008136,DATA,Bergen,2023,Høst
1008137,ING-BRANN,Haugesund,2023,Høst
1008143,ØAU3,Bergen,2022,Høst
1008151,KJE,Bergen,2021,Høst
1008190,BSYK,Haugesund,2022,Høst
1008191,MGBBE,Bergen,2022,Høst
1008193,BVPL,Bergen,2022,Høst
1008210,ØKOJ,Sogndal,2022,Høst
1008217,BVPLD,Haugesund,2023,Høst
1008235,MGUSO,Sogndal,2024,Høst
1008236,HISBN,Sogndal,2022,Høst
1008244,DATA,Bergen,2023,Høst
1008245,FEN,Sogndal,2021,Høst
1008259,LEIE,Bergen,2024,Høst
1008259,MGBBE,Bergen,2022,Høst
1008266,KOM,Bergen,2023,Høst
1008287,MGBBE,Bergen,2024,Høst
1008299,BVPLD,Sogndal,2022,Høst
1008306,RLIL,Sogndal,2021,Høst
1008313,BSYK,Haugesund,2024,Høst
1008315,BSYK,Bergen,2023,Høst
1008336,GEFA,Sogndal,2022,Høst
1008373,ØAU3,Bergen,2022,Høst
1008382,ØAU3,Bergen,2022,Høst
1008392,EIMB,Sogndal,2024,Høst
1008409,BSYK,Bergen,2024,Høst
1008433,ØAU3,Bergen,2023,Høst
1008437,ØAU3,Bergen,2023,Høst
1008443,BSAB,Bergen,2022,Høst
1008472,MGUBE,Bergen,2022,Høst
1008475,BSYK,Bergen,2022,Høst
1008484,BFYS,Bergen,2023,Høst
1008494,BBL,Bergen,2023,Høst
1008506,DPU-MA,Bergen,2024,Høst
1008524,MADI,Bergen,2024,Høst
1008540,BSYK,Bergen,2022,Høst
1008542,LANA,Sogndal,2023,Høst
1008548,BSYK,Bergen,2022,Høst
1008550,MGBSO,Sogndal,2024,Høst
1008572,MGBSO,Sogndal,2021,Høst
1008573,ØKB,Haugesund,2021,Høst
1008597,MGBBE,Bergen,2022,Høst
1008602,BERG,Bergen,2024,Høst
1008605,EEL,Bergen,2023,Høst
1008605,ENKELTEMNE,Bergen,2024,Høst
1008615,PT,Sogndal,2024,Høst
1008625,HVT,Bergen,2022,Høst
1008648,BSAB,Bergen,2024,Høst
1008671,HOSPITANT,Bergen,2024,Høst
1008676,MGBBE,Bergen,2023,Høst
1008681,BBL,Sogndal,2022,Høst
1008740,FHA,Bergen,2023,Høst
1008752,NABP,Haugesund,2023,Høst
1008767,MAM,Bergen,2022,Høst
1008793,BBL,Bergen,2022,Høst
1008809,BSYK,Bergen,2024,Høst
1008811,MGBBE,Bergen,2023,Høst
1008829,MGUBE,Bergen,2021,Høst
1008837,IDR60,Sogndal,2024,Høst
1008855,TST,Bergen,2024,Høst
1008882,INF-F,Førde,2022,Høst
1008901,BBARN,Sogndal,2022,Høst
1008941,FEN,Sogndal,2023,Høst
1008950,BSYK,Bergen,2023,Høst
1008965,BSAB,Sogndal,2023,Høst
1008987,ØAU3,Bergen,2023,Høst
1008996,BSAB,Sogndal,2023,Høst
1009005,BRAD,Bergen,2024,Høst
1009097,BIDR,Sogndal,2023,Høst
1009106,BIO,Bergen,2024,Høst
1009119,BVPL,Bergen,2023,Høst
1009125,BSYK,Bergen,2023,Høst
1009152,V-UVN,Bergen,2023,Høst
1009169,MGUSO,Sogndal,2021,Høst
1009200,ØKOJ,Sogndal,2021,Høst
1009204,LEIE,Bergen,2024,Høst
1009216,MGUBE,Bergen,2021,Høst
1009231,DATA,Bergen,2022,Høst
1009241,BSYK,Førde,2024,Høst
1009253,MGBBE,Bergen,2022,Høst
1009259,MGBBE,Bergen,2024,Høst
1009284,BBL,Bergen,2022,Høst
1009329,ØKOB,Sogndal,2022,Høst
1009335,BVPL,Bergen,2023,Høst
1009370,BELE,Bergen,2024,Høst
1009377,EIMB,Sogndal,2022,Høst
1009383,ØKOB,Sogndal,2023,Høst
1009407,ØAU3,Bergen,2023,Høst
1009408,MGBBE,Bergen,2024,Høst
1009412,LEIE,Bergen,2022,Høst
1009418,BBL,Stord,2024,Høst
1009437,ØAU3,Bergen,2022,Høst
1009454,NABP,Haugesund,2023,Høst
1009458,BYGG,Bergen,2023,Høst
1009473,BSYK,Førde,2023,Vår
1009477,FHA,Bergen,2023,Høst
1009484,FHA,Bergen,2023,Høst
1009516,BYGG,Bergen,2023,Høst
1009517,BSYK,Bergen,2023,Høst
1009528,BERG,Bergen,2024,Høst
1009540,ØAU3,Bergen,2021,Høst
1009542,SYKAUT,Bergen,2023,Høst
1009553,NABP,Haugesund,2023,Høst
1009557,BSAB,Sogndal,2022,Høst
1009576,BSYK,Førde,2023,Vår
1009583,MGUBE,Bergen,2021,Høst
1009595,ØAU3,Bergen,2022,Høst
1009623,BELE,Bergen,2024,Høst
1009624,REALNS,Bergen,2024,Høst
1009627,ØAU3,Bergen,2021,Høst
1009633,BFYS,Bergen,2023,Høst
1009948,EVUEFLKI,Bergen,2023,Høst
1009981,EVUEFLKI,Bergen,2024,Høst
1010046,EVUEFLKI,Bergen,2024,Høst
1010113,AUTH,Haugesund,2022,Høst
1010242,EMNE,Bergen,2024,Høst
1010273,EVUEFLKI,Bergen,2024,Høst
1010358,PPUYRKD,Stord,2024,Høst
1010562,BSYKD,Førde,2024,Høst
1010610,MDIP,Bergen,2023,Vår
1010626,GLU5-10P,Bergen,2022,Høst
1010629,KFK-NOU1-N,Bergen,2024,Høst
1010659,V-UVNN,Bergen,2024,Høst
1010676,KFK-MAU1-N,Bergen,2024,Høst
1010722,KFK-NTS,Bergen,2024,Høst
1010726,MDIP,Bergen,2023,Vår
1010849,EVUEFLKI,Bergen,2023,Høst
1010936,MDIP,Bergen,2024,Vår
1011045,ABLU,Haugesund,2023,Høst
1011206,MDIP,Bergen,2023,Vår
1011226,MPUV,Bergen,2023,Vår
1011322,MDIP,Bergen,2023,Vår
1011537,ADDISCO,Bergen,2024,Høst
1011764,BSYK,Stord,2022,Høst
1011822,KFK-NOU2-N,Bergen,2024,Høst
1011873,KFK-NOU1-N,Bergen,2024,Høst
1012144,HSPED,Stord,2023,Høst
1012179,TST,Bergen,2023,Høst
1012772,MDIP,Bergen,2023,Vår
1013114,BVPLD,Sogndal,2024,Høst
1013595,AUTYH,Haugesund,2022,Høst
1013738,NO17KR,Sogndal,2024,Høst
1014321,MMO,Haugesund,2022,Høst
1014406,KFK-GLSM,Bergen,2022,Høst
1014482,BSAB,Bergen,2023,Høst
1014526,MASKA,Stord,2021,Høst
1014534,MA-KBP4,Bergen,2021,Høst
1014639,MASKS,Bergen,2023,Høst
1014702,ELK,Bergen,2023,Høst
1014726,TOS,Bergen,2024,Høst
1014831,LUPEK,Bergen,2022,Høst
1014997,PHDINN,Bergen,2021,Vår
1015132,BBLD,Bergen,2022,Høst
1015239,EIE-MA,Bergen,2024,Høst
1015276,MADL,Haugesund,2023,Høst
1015278,SYKAUT,Bergen,2023,Høst
1015413,MARA,Bergen,2021,Høst
1015687,MMO,Haugesund,2022,Høst
1016016,VHYD,Bergen,2024,Høst
1016092,ADDISCO,Bergen,2024,Høst
1016107,ADDISCO,Bergen,2024,Høst
1016148,FORNS,Bergen,2024,Høst
1016438,BVPLD,Haugesund,2023,Høst
1016888,PPUALMD,Stord,2023,Høst
1017323,HSPED,Sogndal,2022,Vår
1017323,PHDINN,Sogndal,2022,Høst
1017597,BELEF,Førde,2024,Høst
1017742,BSYKD,Førde,2024,Høst
1018377,DATA,Bergen,2022,Høst
1018415,INF-F,Førde,2021,Høst
1018445,MGUBE,Bergen,2021,Høst
1018453,BELEH,Haugesund,2024,Høst
1018463,BBLD,Sogndal,2021,Høst
1018464,MADD,Førde,2024,Høst
1018475,MGUBE,Bergen,2024,Høst
1018739,MPR,Bergen,2022,Høst
1018742,MPPU,Stord,2023,Høst
1018758,BFYS,Bergen,2022,Høst
1018790,LANA,Sogndal,2023,Høst
1019253,BSYK,Stord,2024,Høst
1019259,PPUALMD,Stord,2023,Høst
1019265,BBLD,Bergen,2023,Høst
1019443,BSAB,Bergen,2024,Høst
1020079,LUPEK,Bergen,2024,Høst
1020082,MARE,Bergen,2024,Høst
1020093,RLIL,Sogndal,2021,Høst
1020184,UNGB,Sogndal,2021,Høst
1020343,MARA,Bergen,2021,Høst
1020550,BSYK,Haugesund,2022,Høst
1020920,BRAD,Bergen,2023,Høst
1020921,LANA,Sogndal,2022,Høst
1021428,HSPED,Stord,2023,Høst
1021689,ADDISCO,Bergen,2024,Høst
1021692,ELK,Bergen,2023,Høst
1021894,MKUF,Bergen,2022,Høst
1022221,BELEH,Haugesund,2024,Høst
1022232,BVPLD,Sogndal,2022,Høst
1022411,HVF,Bergen,2024,Høst
1022510,LEIE,Bergen,2023,Høst
1022838,BAMM,Haugesund,2023,Høst
1023180,ØKB,Haugesund,2022,Høst
